task_id,choice,raw_output
189,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
190,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
191,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
192,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
193,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
194,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
195,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
196,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
197,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
198,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
199,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
200,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
201,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
202,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
203,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
204,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
205,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
206,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
207,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
208,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
209,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
210,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
211,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
212,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
213,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
214,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
215,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
216,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
217,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
218,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
219,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
220,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
221,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
222,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
223,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
224,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
225,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
226,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
227,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
228,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
229,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
230,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
231,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
232,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
233,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
234,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
235,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
236,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
237,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
238,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
239,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
240,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
241,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
242,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
243,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
244,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
245,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
246,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
247,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
248,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
249,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
250,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
251,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
252,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
253,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
254,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
255,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
256,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
257,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
258,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
259,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
260,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
261,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
262,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
263,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
264,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
265,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
266,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
267,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
268,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
269,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
270,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
271,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
272,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
273,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
274,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
275,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
276,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
277,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
278,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
279,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
280,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
281,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
282,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
283,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
284,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
285,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
286,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
287,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
288,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
289,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
290,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
291,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
292,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
293,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
294,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
295,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
296,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
297,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
298,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
299,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
300,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
301,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
302,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
303,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
304,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
305,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
306,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
307,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
308,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
309,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
310,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
311,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
312,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
313,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
314,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
315,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
316,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
317,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
318,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
319,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
320,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
321,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
322,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
323,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
324,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
325,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
326,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
327,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
328,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
329,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
330,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
331,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
332,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
333,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
334,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
335,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
336,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
337,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
338,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
339,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
340,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
341,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
342,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
343,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
344,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
345,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
346,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
347,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
348,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
349,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
350,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
351,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
352,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
353,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
354,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
355,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
356,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
357,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
358,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
359,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
360,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
361,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
362,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
363,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
364,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
365,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
366,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
367,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
368,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
369,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
370,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
371,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
372,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
373,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
374,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
375,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
376,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
377,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
378,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
379,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
380,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
381,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
382,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
383,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
384,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
385,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
386,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
387,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
388,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
389,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
390,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
391,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
392,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
393,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
394,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
395,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
396,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
397,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
398,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
399,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
400,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
401,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
402,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
403,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
404,A,A<|endoftext|>Human: You are booking a hotel room in New York City for a
405,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
406,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
407,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
408,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
409,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
410,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
411,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
412,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
413,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
414,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
415,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
416,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
417,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
418,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
419,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
420,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
421,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
422,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
423,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
424,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
425,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
426,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
427,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
428,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
429,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
430,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
431,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
432,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
433,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
434,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
435,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
436,B,B<|endoftext|>Human: You are booking a hotel room in New York City for a
